Store,Location_Store,Customer_Geo,Customer_Age,Cust_City,Cust_Dist,Cust_State,Customer_Income,Customer_Gender,Customer_Marital_Status,Transaction_Date,Volume,Price,Product_Model,Product_Category,Product_Brand,Product_company,Cust_Ethnic,Occupation,Loan_Amount,Default_Risk,Outstanding,First_replayment_date,Last_repayment_date
DriveEasy,Delhi,Tamil Nadu India,64,Kolkata,Pune,Telangana,1343882,Female,Married,15 November 2024,1,683700,Era,Sedan,Baleno,Maruti,Hispanic,Retired,463507,0,113891,01 January 2025,21 February 2027
TCS Auto,Delhi,Maharashtra India,57,Nashik,New Delhi,Tamil Nadu,1096421,Male,Married,30 July 2023,3,1016107,Sportz,SUV,Swift,Maruti,Asian,Business Owner,742640,1,500874,13 September 2023,08 March 2025
AutoZone,Pune,Karnataka India,24,Kolkata,New Delhi,Telangana,2187148,Female,Married,29 January 2024,3,1360869,LX,Compact SUV,Baleno,Tata,Caucasian,Retired,903981,1,360000,08 March 2024,19 November 2026
CarWorld,Kolkata,Delhi India,60,Delhi,New Delhi,Karnataka,1482330,Male,Unmarried,04 July 2023,3,524863,Magna,Premium Hatchback,Nexon,Maruti,Caucasian,Salaried,353797,0,31831,11 September 2023,09 July 2026
SpeedWheels,Hyderabad,West Bengal India,55,Nagpur,Pune,West Bengal,1585061,Male,Married,04 March 2024,3,1524922,VX,SUV,I10 GRAND,Tata,African,Retired,1064291,0,65171,16 April 2024,28 July 2025
TCS Auto,Delhi,Tamil Nadu India,43,Nagpur,Hyderabad,Maharashtra,2090506,Female,Divorced,10 May 2023,2,2126078,Asta,SUV,I10 GRAND,Maruti,Hispanic,Business Owner,1455417,0,82169,21 June 2023,02 February 2025
AutoZone,Chennai,Karnataka India,45,Nashik,Chennai,Delhi,1643603,Male,Unmarried,01 May 2024,2,856957,Asta,Compact SUV,Baleno,Hyundai,Native American,Salaried,623589,0,15430,31 May 2024,13 April 2026
SCP,Mumbai,Maharashtra India,56,Hyderabad,Hyderabad,Karnataka,1291696,Female,Divorced,24 May 2023,2,1363070,Magna,Sedan,Baleno,Hyundai,African,Salaried,1214673,0,294816,04 August 2023,12 June 2026
SCP,Hyderabad,Tamil Nadu India,33,Pune,Chennai,Tamil Nadu,1301645,Male,Married,06 January 2023,3,1245356,VX,Luxury Sedan,City,Maruti,Asian,Government Employee,900956,1,304272,22 March 2023,30 March 2025
TCS Auto,Mumbai,Telangana India,48,Nashik,Bangalore Urban,Telangana,1335800,Male,Married,16 June 2023,1,1801787,Magna,Entry Hatchback,Verna,Maruti,Hispanic,Self Employed,1143194,0,207145,11 September 2023,06 May 2026
DriveEasy,Chennai,Karnataka India,30,Nashik,Hyderabad,Delhi,590975,Female,Married,30 March 2023,1,1429309,Magna,Premium Hatchback,Baleno,Maruti,Asian,Salaried,906521,1,234085,04 May 2023,30 January 2025
TCS Auto,Mumbai,Tamil Nadu India,33,Pune,Kolkata,Telangana,2029551,Female,Unmarried,05 December 2023,2,777117,SX,Compact SUV,Nexon,Tata,Hispanic,Salaried,609099,0,95388,30 January 2024,05 September 2026
SpeedWheels,Delhi,West Bengal India,64,Nashik,Mumbai Suburban,West Bengal,920277,Male,Unmarried,03 February 2023,3,707564,LX,SUV,Swift,Honda,Asian,Retired,562579,1,326594,06 April 2023,18 September 2024
DriveEasy,Delhi,West Bengal India,23,Pune,Hyderabad,Telangana,2174191,Male,Married,11 April 2023,1,1714964,ZX,Sedan,Verna,Maruti,Hispanic,Self Employed,1091388,0,174435,30 May 2023,09 April 2025
CarWorld,Chennai,Karnataka India,39,Mumbai,Bangalore Urban,Maharashtra,1751962,Male,Married,30 May 2023,3,1123866,Asta,Luxury Sedan,City,Honda,Asian,Salaried,721518,0,102451,30 July 2023,28 January 2026
DriveEasy,Bangalore,Tamil Nadu India,38,Hyderabad,Pune,Delhi,1321661,Male,Married,13 August 2023,3,1785766,Magna,Premium Hatchback,Baleno,Honda,African,Professional,1451846,0,229364,16 September 2023,06 March 2025
SCP,Chennai,Maharashtra India,63,Kolkata,Hyderabad,Karnataka,353413,Female,Married,13 April 2024,3,1541856,Magna,Entry Hatchback,Baleno,Hyundai,Caucasian,Retired,1359686,0,174263,24 May 2024,08 November 2026
SCP,Chennai,Tamil Nadu India,58,Kolkata,Kolkata,Maharashtra,860162,Male,Divorced,16 March 2024,1,1189944,VX,Compact SUV,City,Hyundai,Caucasian,Retired,876790,1,287920,14 May 2024,14 September 2026
DriveEasy,Kolkata,Telangana India,40,Hyderabad,Bangalore Urban,Karnataka,1054296,Female,Married,25 July 2023,1,2258266,Sportz,Entry Hatchback,Swift,Tata,African,Salaried,1499519,0,130070,13 September 2023,28 March 2026
AutoZone,Pune,Karnataka India,33,Nagpur,Chennai,West Bengal,1578880,Male,Married,08 November 2024,2,1926301,LX,Sedan,City,Hyundai,Asian,Professional,1504264,0,302203,09 January 2025,18 February 2026
SCP,Pune,Maharashtra India,22,Nagpur,Hyderabad,Delhi,1947778,Male,Married,19 February 2024,2,1727051,VX,Entry Hatchback,I10 GRAND,Honda,Asian,Professional,1076078,0,28346,24 March 2024,26 January 2026
AutoZone,Bangalore,Karnataka India,32,Pune,Chennai,West Bengal,2481430,Female,Married,03 March 2023,3,799937,VX,Premium Hatchback,City,Hyundai,Hispanic,Retired,562119,0,49523,29 April 2023,16 February 2025
CarWorld,Kolkata,West Bengal India,27,Nashik,Pune,Karnataka,827469,Male,Married,27 February 2023,2,2145179,Asta,SUV,Brezza,Honda,Caucasian,Salaried,1427218,0,337013,02 May 2023,15 February 2025
TCS Auto,Chennai,Karnataka India,22,Delhi,Chennai,Maharashtra,668041,Male,Married,05 June 2023,2,770344,Magna,Luxury Sedan,Creta,Maruti,Native American,Business Owner,520644,0,116492,24 July 2023,25 August 2025
SpeedWheels,Pune,Maharashtra India,41,Delhi,Mumbai Suburban,Telangana,1902421,Male,Unmarried,28 April 2023,1,1211551,VX,Luxury Sedan,Nexon,Maruti,Asian,Retired,931832,0,115985,03 June 2023,02 July 2024
DriveEasy,Chennai,West Bengal India,56,Nashik,Hyderabad,Maharashtra,1488976,Male,Married,17 April 2024,1,2321666,ZX,Entry Hatchback,Verna,Maruti,Asian,Government Employee,1710146,1,655398,04 July 2024,04 May 2027
AutoHub,Bangalore,Delhi India,58,Mumbai,New Delhi,Telangana,1638358,Male,Unmarried,13 December 2024,2,1394411,VX,Compact SUV,Brezza,Honda,Asian,Retired,1182563,0,213727,09 February 2025,15 April 2026
SCP,Pune,Tamil Nadu India,63,Hyderabad,Kolkata,Karnataka,1121116,Female,Unmarried,03 April 2023,2,1682194,LX,Sedan,I10 GRAND,Maruti,Asian,Government Employee,1254804,0,57221,12 June 2023,16 December 2025
SCP,Pune,West Bengal India,29,Mumbai,Kolkata,Delhi,1669024,Female,Divorced,18 May 2023,1,2029172,Era,Sedan,City,Hyundai,Asian,Government Employee,1469294,1,976817,18 June 2023,17 August 2024
TCS Auto,Mumbai,Tamil Nadu India,47,Nashik,Bangalore Urban,West Bengal,1511559,Male,Married,15 November 2024,2,1858182,LX,Compact SUV,Brezza,Hyundai,Caucasian,Self Employed,1396648,0,54515,24 December 2024,25 December 2026
TCS Auto,Hyderabad,Telangana India,31,Bangalore,Pune,Maharashtra,1726925,Male,Unmarried,12 February 2023,1,1595509,SX,Sedan,Brezza,Maruti,Asian,Government Employee,1275173,0,221693,30 March 2023,24 June 2024
DriveEasy,Delhi,Tamil Nadu India,45,Hyderabad,Bangalore Urban,Maharashtra,2290330,Female,Unmarried,03 January 2024,1,2098380,SX,SUV,Verna,Hyundai,Caucasian,Business Owner,1593803,0,144067,23 February 2024,14 November 2025
AutoHub,Chennai,Telangana India,47,Bangalore,Kolkata,Karnataka,1742428,Female,Divorced,26 March 2024,2,2315419,Asta,Entry Hatchback,Baleno,Hyundai,Asian,Retired,1410928,1,475758,03 May 2024,15 July 2025
SpeedWheels,Kolkata,West Bengal India,47,Chennai,New Delhi,Tamil Nadu,949732,Male,Married,31 July 2023,2,1709967,VX,Premium Hatchback,Baleno,Maruti,Asian,Salaried,1278114,1,453361,27 September 2023,03 April 2026
CarWorld,Bangalore,Delhi India,25,Bangalore,Hyderabad,Delhi,824920,Male,Divorced,02 September 2023,1,664492,ZX,Entry Hatchback,Swift,Maruti,Asian,Government Employee,399482,0,26358,22 November 2023,01 July 2025
SpeedWheels,Chennai,West Bengal India,37,Nagpur,Pune,Maharashtra,427489,Male,Unmarried,29 August 2023,2,1763489,Era,SUV,City,Tata,African,Self Employed,1453987,1,797362,14 November 2023,27 December 2024
SpeedWheels,Kolkata,West Bengal India,44,Delhi,Chennai,Karnataka,1002486,Female,Unmarried,17 March 2024,1,1648002,Asta,Sedan,Creta,Honda,African,Professional,1126237,0,190720,01 June 2024,28 November 2026
AutoHub,Chennai,West Bengal India,22,Bangalore,New Delhi,West Bengal,1665512,Male,Married,16 December 2023,3,2251360,ZX,Entry Hatchback,Nexon,Maruti,Asian,Salaried,1410768,0,337744,13 February 2024,17 July 2026
AutoHub,Chennai,Tamil Nadu India,59,Nagpur,Chennai,Karnataka,1411424,Female,Unmarried,18 November 2024,1,2118561,Sportz,SUV,I10 GRAND,Hyundai,Hispanic,Government Employee,1527712,0,188551,10 February 2025,15 January 2028
AutoHub,Bangalore,West Bengal India,47,Kolkata,Chennai,Karnataka,744341,Male,Married,27 May 2023,1,1546416,LX,Compact SUV,Brezza,Hyundai,Native American,Professional,1283359,0,253372,15 July 2023,31 March 2026
CarWorld,Delhi,Tamil Nadu India,39,Pune,Kolkata,Tamil Nadu,1994882,Male,Married,02 April 2023,1,1397470,Asta,Entry Hatchback,Verna,Maruti,Asian,Business Owner,852672,0,146111,09 May 2023,21 August 2025
TCS Auto,Chennai,Maharashtra India,41,Bangalore,Kolkata,Maharashtra,1372282,Male,Married,22 November 2024,1,2328519,Magna,Sedan,Creta,Hyundai,African,Retired,1575156,1,963055,04 February 2025,19 July 2027
CarWorld,Kolkata,Telangana India,27,Bangalore,Bangalore Urban,Karnataka,1918094,Female,Married,10 January 2023,1,2297585,ZX,SUV,Nexon,Maruti,Native American,Professional,1807868,1,943408,12 March 2023,25 April 2024
SpeedWheels,Hyderabad,Telangana India,34,Delhi,Mumbai Suburban,Tamil Nadu,1355707,Male,Married,26 October 2023,2,956637,ZX,Sedan,Swift,Tata,Asian,Government Employee,631892,0,147062,25 December 2023,03 May 2025
TCS Auto,Pune,Maharashtra India,33,Pune,Hyderabad,Telangana,941584,Male,Married,02 December 2023,1,656641,SX,Premium Hatchback,Verna,Hyundai,Native American,Government Employee,470438,1,181010,23 January 2024,08 November 2025
CarWorld,Mumbai,West Bengal India,26,Nashik,New Delhi,Tamil Nadu,381302,Male,Divorced,16 November 2024,1,2377807,Sportz,Entry Hatchback,Baleno,Hyundai,Native American,Salaried,1884756,0,100408,08 January 2025,06 October 2026
AutoZone,Delhi,Tamil Nadu India,50,Mumbai,Chennai,Maharashtra,380481,Female,Unmarried,15 February 2024,2,1293788,SX,Sedan,Swift,Honda,African,Self Employed,962481,0,227557,09 May 2024,17 April 2026
AutoZone,Delhi,Karnataka India,58,Kolkata,Chennai,Karnataka,644882,Male,Married,20 December 2023,2,586383,Magna,Compact SUV,Verna,Hyundai,Caucasian,Professional,459455,0,113972,26 January 2024,07 August 2026
AutoHub,Chennai,Tamil Nadu India,35,Mumbai,Pune,Delhi,2162333,Male,Married,23 August 2023,1,1768375,ZX,Entry Hatchback,Swift,Tata,Asian,Salaried,1353698,1,370180,06 October 2023,04 December 2025
CarWorld,Bangalore,West Bengal India,44,Nagpur,Chennai,Maharashtra,884884,Female,Unmarried,04 March 2023,3,2205674,VX,Luxury Sedan,City,Tata,Caucasian,Professional,1838519,1,815223,25 April 2023,27 January 2025
TCS Auto,Delhi,Maharashtra India,31,Bangalore,Mumbai Suburban,Telangana,1630875,Male,Married,01 March 2023,2,928957,Asta,Compact SUV,I10 GRAND,Maruti,Caucasian,Self Employed,740916,0,53644,29 May 2023,26 February 2026
TCS Auto,Mumbai,Tamil Nadu India,47,Hyderabad,New Delhi,Delhi,1129732,Male,Unmarried,17 July 2024,2,1163387,Asta,Sedan,Creta,Hyundai,Asian,Retired,999890,0,151459,29 September 2024,01 April 2026
SpeedWheels,Mumbai,Tamil Nadu India,52,Nagpur,Chennai,Delhi,832823,Male,Married,08 March 2023,1,1280672,ZX,Entry Hatchback,I10 GRAND,Maruti,Native American,Self Employed,904440,0,102090,23 April 2023,14 November 2025
SCP,Hyderabad,Maharashtra India,53,Chennai,Pune,Telangana,402581,Female,Married,23 April 2023,3,2297773,Sportz,Premium Hatchback,Brezza,Honda,Asian,Business Owner,1717694,0,326481,09 June 2023,19 December 2024
SCP,Hyderabad,Delhi India,52,Kolkata,Hyderabad,Delhi,1549072,Male,Married,13 September 2023,1,963197,ZX,Premium Hatchback,Swift,Tata,Asian,Retired,600177,0,24512,18 November 2023,25 June 2025
AutoHub,Bangalore,Delhi India,32,Nashik,Hyderabad,Telangana,1683427,Female,Unmarried,22 October 2023,1,2082569,LX,Premium Hatchback,Verna,Maruti,African,Government Employee,1310854,0,49185,24 December 2023,06 August 2026
CarWorld,Chennai,West Bengal India,59,Chennai,Pune,Maharashtra,2288752,Male,Married,29 August 2023,2,1476928,VX,Sedan,Verna,Hyundai,Asian,Salaried,1109359,0,36136,03 October 2023,14 January 2026
AutoHub,Kolkata,West Bengal India,41,Kolkata,Bangalore Urban,Maharashtra,1155255,Male,Unmarried,09 May 2023,2,2350801,Sportz,Luxury Sedan,Brezza,Hyundai,Asian,Business Owner,1720948,0,274031,14 June 2023,07 August 2025
TCS Auto,Mumbai,Maharashtra India,45,Nagpur,New Delhi,Tamil Nadu,476592,Female,Married,24 July 2024,3,1693013,Asta,SUV,I10 GRAND,Maruti,Asian,Retired,1484181,0,340240,23 August 2024,01 May 2026
CarWorld,Pune,Telangana India,43,Delhi,Chennai,Delhi,1376158,Female,Married,01 January 2023,3,772455,LX,Sedan,Nexon,Hyundai,Native American,Retired,543308,0,86658,13 March 2023,31 March 2024
AutoHub,Mumbai,Tamil Nadu India,50,Nagpur,Hyderabad,Telangana,1024620,Male,Married,11 September 2024,3,1520220,ZX,Luxury Sedan,Creta,Hyundai,Asian,Retired,1104540,0,107776,25 November 2024,17 May 2026
AutoHub,Hyderabad,Tamil Nadu India,38,Nagpur,Chennai,Delhi,328424,Female,Married,18 October 2024,1,776224,LX,Compact SUV,I10 GRAND,Maruti,Caucasian,Retired,537612,0,113107,09 December 2024,11 September 2026
TCS Auto,Delhi,Delhi India,46,Pune,New Delhi,Delhi,1697892,Male,Married,10 July 2024,1,1631823,Magna,Premium Hatchback,Brezza,Honda,African,Retired,1396932,0,168127,01 September 2024,31 October 2026
TCS Auto,Chennai,Telangana India,40,Kolkata,Kolkata,Delhi,1565193,Male,Unmarried,27 September 2023,2,789539,ZX,Premium Hatchback,City,Hyundai,Hispanic,Retired,576677,0,76018,19 December 2023,11 September 2026
AutoHub,Hyderabad,Telangana India,61,Hyderabad,Hyderabad,Karnataka,2404848,Male,Married,06 March 2024,2,1881336,Sportz,SUV,Swift,Honda,Caucasian,Retired,1503363,0,173050,03 May 2024,26 September 2026
DriveEasy,Delhi,Delhi India,55,Nashik,Mumbai Suburban,Maharashtra,1816363,Male,Married,22 July 2024,3,826507,Era,Luxury Sedan,Swift,Maruti,African,Government Employee,498603,0,96928,18 September 2024,10 November 2025
SpeedWheels,Mumbai,Delhi India,33,Nagpur,New Delhi,Maharashtra,613451,Male,Unmarried,12 January 2024,2,1612775,ZX,Premium Hatchback,Brezza,Hyundai,Native American,Government Employee,1444486,0,320123,06 March 2024,15 February 2026
DriveEasy,Kolkata,Tamil Nadu India,62,Delhi,Hyderabad,Maharashtra,2423493,Male,Married,15 January 2024,1,1547924,Asta,Entry Hatchback,Swift,Maruti,Caucasian,Business Owner,1270079,1,402250,23 February 2024,10 December 2025
AutoHub,Hyderabad,West Bengal India,23,Mumbai,Kolkata,Karnataka,1203209,Female,Married,03 October 2024,1,2491027,SX,Compact SUV,Creta,Maruti,Asian,Retired,1720400,1,538559,13 November 2024,29 April 2027
AutoZone,Hyderabad,West Bengal India,53,Bangalore,Bangalore Urban,Karnataka,1939430,Female,Unmarried,14 May 2023,3,996779,Magna,SUV,Brezza,Tata,Native American,Self Employed,786699,0,123358,28 June 2023,29 July 2024
CarWorld,Bangalore,West Bengal India,62,Kolkata,Bangalore Urban,Maharashtra,1364132,Male,Unmarried,02 March 2024,1,811783,Sportz,Sedan,Nexon,Maruti,Hispanic,Government Employee,645504,1,189020,12 April 2024,31 October 2025
SpeedWheels,Delhi,West Bengal India,62,Nashik,Bangalore Urban,West Bengal,1700679,Female,Married,04 February 2023,1,1335321,SX,Sedan,I10 GRAND,Tata,Asian,Government Employee,862145,0,51521,16 April 2023,20 August 2025
DriveEasy,Hyderabad,West Bengal India,64,Bangalore,Bangalore Urban,Delhi,2164256,Female,Divorced,09 September 2024,1,1074090,Sportz,Compact SUV,I10 GRAND,Hyundai,Hispanic,Professional,654080,0,89019,21 November 2024,07 April 2026
AutoZone,Kolkata,Karnataka India,22,Kolkata,Chennai,Tamil Nadu,1590594,Female,Unmarried,24 October 2023,1,2438396,ZX,Sedan,I10 GRAND,Maruti,African,Salaried,2146496,1,1356070,14 December 2023,18 September 2026
SCP,Kolkata,Maharashtra India,42,Pune,Bangalore Urban,West Bengal,1483009,Male,Married,25 December 2023,1,711183,SX,Luxury Sedan,Nexon,Hyundai,Caucasian,Business Owner,605046,0,133684,06 February 2024,14 February 2026
AutoHub,Delhi,West Bengal India,61,Bangalore,Pune,Karnataka,315083,Female,Married,17 November 2023,1,1348775,Era,Luxury Sedan,Swift,Tata,Caucasian,Self Employed,1151320,1,450306,01 February 2024,11 January 2027
AutoZone,Bangalore,Tamil Nadu India,24,Mumbai,New Delhi,Delhi,1091183,Male,Married,07 December 2024,2,1280331,LX,SUV,Verna,Maruti,Asian,Self Employed,992108,0,64321,03 February 2025,02 February 2027
SCP,Pune,West Bengal India,60,Hyderabad,Chennai,Tamil Nadu,2404906,Male,Unmarried,04 January 2023,3,840938,LX,Luxury Sedan,Baleno,Hyundai,African,Salaried,696403,0,34693,23 March 2023,05 April 2025
AutoHub,Mumbai,Tamil Nadu India,59,Nashik,Bangalore Urban,Delhi,301561,Female,Unmarried,25 December 2023,2,632446,SX,Sedan,I10 GRAND,Maruti,Asian,Self Employed,395351,0,57342,02 February 2024,29 December 2025
DriveEasy,Bangalore,Tamil Nadu India,49,Bangalore,Chennai,Karnataka,2301799,Male,Divorced,02 June 2024,1,2035584,Asta,SUV,Creta,Tata,African,Self Employed,1288163,0,48384,23 August 2024,09 March 2027
CarWorld,Bangalore,Karnataka India,50,Nagpur,Pune,Karnataka,769639,Female,Married,03 January 2023,3,1582336,VX,SUV,I10 GRAND,Tata,African,Salaried,1401640,0,276668,23 March 2023,29 March 2025
CarWorld,Kolkata,Maharashtra India,34,Nashik,Chennai,West Bengal,1987302,Female,Married,24 October 2024,3,856456,ZX,Sedan,Brezza,Hyundai,Asian,Business Owner,739488,0,168346,05 January 2025,09 September 2027
SCP,Chennai,West Bengal India,22,Nagpur,New Delhi,Maharashtra,1605276,Male,Divorced,29 October 2023,3,1505381,Sportz,Compact SUV,City,Tata,Asian,Self Employed,1247919,0,266125,02 January 2024,17 February 2025
SpeedWheels,Delhi,West Bengal India,36,Nashik,New Delhi,West Bengal,1453703,Male,Unmarried,23 March 2023,2,2257254,Magna,Premium Hatchback,Verna,Maruti,Asian,Salaried,1850214,1,950254,07 May 2023,01 September 2024
AutoZone,Mumbai,Tamil Nadu India,32,Nashik,Pune,West Bengal,1565793,Female,Divorced,23 January 2024,1,741684,Sportz,Premium Hatchback,I10 GRAND,Tata,Asian,Business Owner,492993,0,28522,09 April 2024,24 January 2027
SpeedWheels,Hyderabad,West Bengal India,61,Bangalore,Mumbai Suburban,Delhi,441212,Male,Unmarried,08 July 2023,3,1046430,LX,SUV,Creta,Tata,Asian,Self Employed,758429,1,163156,27 September 2023,16 August 2026
SCP,Hyderabad,Tamil Nadu India,59,Nashik,Kolkata,Telangana,2025266,Female,Married,16 September 2024,2,1237438,Magna,Luxury Sedan,I10 GRAND,Maruti,Asian,Self Employed,935695,0,41604,12 November 2024,19 August 2027
AutoZone,Bangalore,Delhi India,63,Pune,Bangalore Urban,Karnataka,1998212,Male,Married,30 November 2023,2,1746775,ZX,Premium Hatchback,I10 GRAND,Honda,Asian,Professional,1405899,1,374811,22 January 2024,12 September 2026
AutoHub,Mumbai,Delhi India,58,Delhi,Hyderabad,Maharashtra,2193007,Female,Unmarried,31 March 2024,2,774377,VX,SUV,Brezza,Maruti,Asian,Retired,518044,0,57961,24 May 2024,22 November 2025
SCP,Kolkata,Tamil Nadu India,51,Pune,Hyderabad,Delhi,1178915,Male,Married,18 April 2023,3,1507097,VX,Sedan,Creta,Maruti,Asian,Government Employee,1022348,1,467199,28 May 2023,26 April 2025
SCP,Hyderabad,Tamil Nadu India,61,Mumbai,Mumbai Suburban,Telangana,1901177,Male,Unmarried,02 September 2024,2,2011821,Asta,Luxury Sedan,Swift,Maruti,Caucasian,Professional,1386086,1,572475,18 October 2024,05 July 2026
AutoZone,Delhi,Telangana India,52,Delhi,Pune,Delhi,2189408,Male,Married,30 June 2024,3,957276,Era,Entry Hatchback,Nexon,Hyundai,African,Retired,745515,0,26041,04 September 2024,18 March 2026
DriveEasy,Delhi,Delhi India,53,Nagpur,Hyderabad,Maharashtra,1731576,Male,Unmarried,23 July 2023,3,1091964,SX,Compact SUV,Creta,Maruti,Asian,Self Employed,797658,0,112969,14 September 2023,19 February 2026
SpeedWheels,Mumbai,Telangana India,34,Hyderabad,Pune,Karnataka,1568037,Male,Married,13 February 2024,3,2154232,Era,Entry Hatchback,Baleno,Hyundai,Caucasian,Government Employee,1533584,0,67250,06 May 2024,24 April 2027
CarWorld,Hyderabad,Maharashtra India,32,Delhi,Chennai,Tamil Nadu,1743157,Female,Divorced,12 October 2024,1,1332306,Asta,Sedan,Creta,Hyundai,Asian,Salaried,1015895,0,231338,06 January 2025,14 December 2026
AutoHub,Pune,Karnataka India,38,Delhi,Chennai,Telangana,1436708,Male,Unmarried,25 November 2024,1,2126514,ZX,Entry Hatchback,Swift,Tata,Asian,Business Owner,1661474,0,375373,12 February 2025,26 December 2027
DriveEasy,Pune,Telangana India,55,Hyderabad,Mumbai Suburban,Delhi,1933212,Female,Married,14 March 2023,2,915862,Sportz,Premium Hatchback,Baleno,Honda,Asian,Government Employee,660377,1,424215,08 May 2023,15 March 2026
CarWorld,Hyderabad,Maharashtra India,29,Pune,Chennai,Karnataka,360526,Female,Married,16 July 2023,2,629040,VX,Sedan,City,Maruti,Asian,Government Employee,538370,0,73179,18 September 2023,30 May 2025
CarWorld,Hyderabad,Telangana India,46,Chennai,New Delhi,Telangana,2406158,Male,Married,30 July 2023,1,619170,Asta,Luxury Sedan,I10 GRAND,Hyundai,African,Professional,513641,1,111929,12 October 2023,06 February 2026
TCS Auto,Hyderabad,Maharashtra India,32,Delhi,Mumbai Suburban,Telangana,1574009,Female,Divorced,02 January 2024,3,2327068,SX,Entry Hatchback,Brezza,Hyundai,Asian,Self Employed,2012068,0,344569,28 February 2024,16 December 2025
TCS Auto,Hyderabad,Telangana India,31,Nagpur,Chennai,West Bengal,739786,Male,Unmarried,13 March 2024,1,2036988,Era,Entry Hatchback,Nexon,Hyundai,Asian,Business Owner,1773903,0,117994,25 May 2024,19 May 2027
SCP,Kolkata,Karnataka India,25,Nashik,New Delhi,Delhi,1265868,Female,Married,07 May 2024,2,2418563,Asta,Luxury Sedan,Nexon,Hyundai,Asian,Professional,2061985,1,1434577,17 July 2024,21 January 2027
SCP,Chennai,Maharashtra India,28,Mumbai,Kolkata,Delhi,658836,Male,Married,18 October 2023,1,1923428,Magna,SUV,Swift,Maruti,Hispanic,Business Owner,1354116,0,38081,17 November 2023,13 June 2026
TCS Auto,Mumbai,Tamil Nadu India,53,Mumbai,Kolkata,Telangana,1323987,Male,Unmarried,31 October 2024,3,1080082,Asta,Luxury Sedan,Swift,Honda,Caucasian,Business Owner,657008,0,15487,14 January 2025,22 August 2027
AutoZone,Delhi,Telangana India,61,Nagpur,Bangalore Urban,Delhi,392189,Female,Married,20 July 2024,1,776555,Asta,Premium Hatchback,City,Honda,Asian,Business Owner,480771,0,110791,16 October 2024,03 June 2026
DriveEasy,Chennai,Tamil Nadu India,33,Hyderabad,Mumbai Suburban,West Bengal,2454658,Female,Married,11 July 2024,3,1530624,Asta,SUV,City,Maruti,Asian,Government Employee,1066963,1,629037,24 August 2024,21 July 2026
AutoHub,Bangalore,Maharashtra India,29,Nagpur,Hyderabad,Delhi,2125568,Female,Unmarried,17 June 2023,3,2435139,SX,SUV,Swift,Maruti,Asian,Retired,1488791,0,96597,16 August 2023,19 July 2026
DriveEasy,Delhi,Delhi India,62,Pune,New Delhi,Tamil Nadu,599771,Male,Unmarried,01 February 2024,2,1124298,Asta,Compact SUV,Creta,Hyundai,Asian,Government Employee,847424,0,55498,16 March 2024,02 August 2026
CarWorld,Chennai,Maharashtra India,56,Bangalore,Mumbai Suburban,Karnataka,2146853,Male,Married,28 January 2023,3,1477333,Sportz,Premium Hatchback,Brezza,Tata,Hispanic,Government Employee,923676,0,114356,11 April 2023,29 December 2025
CarWorld,Mumbai,West Bengal India,29,Kolkata,Kolkata,Tamil Nadu,1593716,Male,Married,24 September 2023,3,2092478,Asta,Luxury Sedan,I10 GRAND,Hyundai,Caucasian,Self Employed,1445293,0,221435,01 December 2023,21 November 2025
DriveEasy,Hyderabad,Delhi India,46,Kolkata,Mumbai Suburban,Telangana,338870,Male,Married,01 February 2023,2,1433595,Asta,Sedan,Brezza,Maruti,Native American,Salaried,1235968,1,454965,17 March 2023,24 May 2025
SCP,Bangalore,Karnataka India,63,Chennai,New Delhi,Maharashtra,1726867,Female,Unmarried,02 October 2024,3,2292583,Sportz,Compact SUV,Creta,Maruti,Caucasian,Retired,1549410,0,347921,10 November 2024,26 October 2027
CarWorld,Mumbai,Karnataka India,40,Nashik,Kolkata,Telangana,345343,Male,Unmarried,19 November 2024,2,572574,Asta,SUV,City,Tata,Asian,Government Employee,412540,0,21637,26 January 2025,25 January 2027
DriveEasy,Hyderabad,Tamil Nadu India,48,Mumbai,Pune,Tamil Nadu,1886082,Female,Married,15 June 2023,3,2071636,Magna,Luxury Sedan,Nexon,Maruti,Hispanic,Professional,1785495,0,225712,06 August 2023,23 December 2025
TCS Auto,Mumbai,West Bengal India,44,Pune,Bangalore Urban,Delhi,1881903,Male,Married,17 July 2023,2,705059,LX,Premium Hatchback,Swift,Hyundai,Asian,Business Owner,578712,0,92084,13 September 2023,25 January 2026
AutoZone,Delhi,Telangana India,21,Bangalore,Kolkata,Maharashtra,1152618,Male,Unmarried,10 January 2024,3,2091961,SX,Compact SUV,Creta,Hyundai,Caucasian,Professional,1821855,1,969208,31 March 2024,27 May 2025
AutoZone,Hyderabad,Tamil Nadu India,45,Kolkata,Pune,Tamil Nadu,2314831,Male,Unmarried,08 July 2023,3,989004,VX,Premium Hatchback,Brezza,Maruti,Asian,Salaried,853198,1,376042,21 September 2023,13 May 2026
AutoHub,Hyderabad,Tamil Nadu India,31,Nagpur,New Delhi,Karnataka,2231403,Female,Divorced,14 April 2023,3,2030967,Era,Compact SUV,Baleno,Hyundai,African,Government Employee,1316663,0,68704,22 June 2023,13 March 2026
DriveEasy,Pune,Maharashtra India,25,Nagpur,Chennai,Karnataka,1475012,Male,Married,20 May 2023,1,1577381,ZX,Luxury Sedan,Brezza,Tata,Asian,Professional,1192079,0,226486,09 July 2023,29 April 2026
